ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,distribution_policy,distribution_frequency,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
LU0136234068,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,UB01,  GBP 308 m   , 0.15% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.59% ,29 October 2001,Distributing,Semi annually,Luxembourg,UBS ETF,+11.12%,-4.24%,-4.02%,-0.02%,+21.16%,+35.18%,+35.97%,+213.49%,-4.04%,+15.86%,+2.55%,+22.45%,17.59%,19.28%,20.68%,1.20,0.55,0.31,-7.99%,-22.08%,-32.07%,-48.21%, The UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.15% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis has 308m GBP assets under management.    The ETF was launched on 29 October 2001  and is domiciled in Luxembourg.  
IE0008471009,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),EUE,"  GBP 2,500 m   ", 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.65% ,3 April 2000,Distributing,Quarterly,Ireland,iShares,+11.14%,-4.25%,-4.00%,-0.03%,+21.23%,+35.32%,+36.37%,+134.26%,-4.29%,+15.15%,+2.94%,+23.31%,17.65%,19.30%,20.72%,1.20,0.55,0.31,-7.97%,-22.08%,-32.06%,-61.75%," The iShares Core EURO STOXX 50 UCITS ETF EUR (Dist) seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Quarterly).            The iShares Core EURO STOXX 50 UCITS ETF EUR (Dist) is a very large ETF with 2,500m GBP assets under management.    The ETF was launched on 3 April 2000  and is domiciled in Ireland.  "
LU0599613147,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR),L6EW,  GBP 201 m   , 0.30% p.a. , Physical (Sampling) ,ETF,Long-only,EUR,Currency unhedged, 17.02% ,16 May 2011,Accumulating,-,Luxembourg,Ossiam,+2.26%,-5.37%,-5.08%,-5.95%,+3.74%,+13.53%,+11.31%,+108.60%,-14.51%,+13.60%,+7.47%,+21.72%,17.02%,17.11%,18.76%,0.22,0.25,0.12,-12.41%,-26.72%,-31.51%,-31.51%," The Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR) seeks to track the STOXX® Europe 600 ESG Broad Market Equal Weight index. The STOXX® Europe 600 ESG Broad Market Equal Weight index tracks European companies. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance). All constituents are equally weighted.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..  The Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR) is the only ETF that tracks the STOXX® Europe 600 ESG Broad Market Equal Weight index.   The ETF replicates the performance of the underlying index by sampling technique (buying a selection of the most relevant index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR) has 201m GBP assets under management.    The ETF was launched on 16 May 2011  and is domiciled in Luxembourg.  "
FR0010655746,Amundi ETF MSCI Spain UCITS ETF EUR (C),CS1,  GBP 39 m   , 0.25% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 16.26% ,23 September 2008,Accumulating,-,France,Amundi ETF,+11.82%,-4.52%,-1.08%,+0.85%,+17.46%,+38.83%,+6.74%,+49.27%,+3.96%,+1.62%,-7.99%,+8.38%,16.26%,18.65%,20.84%,1.07,0.62,0.06,-10.51%,-19.08%,-34.63%,-53.30%, The Amundi ETF MSCI Spain UCITS ETF EUR (C) seeks to track the MSCI Spain index. The MSCI Spain index tracks leading stocks on the Spanish market.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..  The Amundi ETF MSCI Spain UCITS ETF EUR (C) is the only ETF that tracks the MSCI Spain index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi ETF MSCI Spain UCITS ETF EUR (C) is a small ETF with 39m GBP assets under management.    The ETF was launched on 23 September 2008  and is domiciled in France.  
IE00B53L3W79,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),CS51,"  GBP 2,879 m   ", 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.69% ,26 January 2010,Accumulating,-,Ireland,iShares,+11.18%,-4.23%,-4.00%,-0.02%,+21.25%,+35.36%,+36.36%,+129.93%,-4.16%,+14.95%,+2.93%,+23.40%,17.69%,19.32%,20.72%,1.20,0.55,0.31,-7.97%,-22.07%,-32.07%,-34.86%," The iShares Core EURO STOXX 50 UCITS ETF EUR (Acc) seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..  The iShares Core EURO STOXX 50 UCITS ETF EUR (Acc) is the largest ETF that tracks the EURO STOXX® 50 index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares Core EURO STOXX 50 UCITS ETF EUR (Acc) is a very large ETF with 2,879m GBP assets under management.    The ETF was launched on 26 January 2010  and is domiciled in Ireland.  "
LU0846194776,Xtrackers MSCI EMU UCITS ETF 1D,XD5E,"  GBP 1,080 m   ", 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.77% ,28 November 2012,Distributing,Annually,Luxembourg,Xtrackers,+8.75%,-4.44%,-3.93%,-1.70%,+15.96%,+29.01%,+25.23%,+143.93%,-7.24%,+14.61%,+4.76%,+19.44%,16.77%,18.06%,19.59%,0.95,0.49,0.23,-9.23%,-22.06%,-31.77%,-31.77%," The Xtrackers MSCI EMU UCITS ETF 1D seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Xtrackers MSCI EMU UCITS ETF 1D is the cheapest ETF that tracks the MSCI EMU index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Annually).            The Xtrackers MSCI EMU UCITS ETF 1D is a very large ETF with 1,080m GBP assets under management.    The ETF was launched on 28 November 2012  and is domiciled in Luxembourg.  "
LU0908501132,Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist,MFDD,  GBP 19 m   , 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 19.87% ,16 May 2013,Distributing,Semi annually,Luxembourg,Amundi ETF,+8.08%,-4.89%,-4.20%,-2.25%,+22.31%,+26.91%,+25.53%,+130.39%,-8.59%,+15.17%,+6.28%,+20.53%,19.87%,19.09%,20.07%,1.12,0.43,0.23,-10.07%,-22.89%,-31.48%,-31.48%, The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist seeks to track the MSCI EMU ESG Broad CTB Select index. The MSCI EMU ESG Broad CTB Select index tracks large and mid cap stocks from Eurozone countries. Securities are selected and weighted according to sustainability criteria and EU directives on climate protection. The parent index is the MSCI EMU.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist is the only ETF that tracks the MSCI EMU ESG Broad CTB Select index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor MSCI EMU ESG Broad CTB (DR) UCITS ETF Dist is a small ETF with 19m GBP assets under management.    The ETF was launched on 16 May 2013  and is domiciled in Luxembourg.  
LU1829219390,Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc,BNKE,"  GBP 1,076 m   ", 0.30% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 26.66% ,12 December 2013,Accumulating,-,Luxembourg,Amundi ETF,+16.20%,-2.35%,+5.38%,-0.84%,+55.09%,+97.63%,+19.85%,+21.23%,+6.13%,+31.81%,-18.48%,+11.28%,26.66%,30.25%,32.06%,2.07,0.84,0.12,-19.88%,-34.38%,-54.03%,-62.37%," The Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc seeks to track the EURO STOXX® Banks index. The EURO STOXX® Banks index tracks the eurozone banking sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..  The Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc is the only ETF that tracks the EURO STOXX® Banks index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc is a very large ETF with 1,076m GBP assets under management.    The ETF was launched on 12 December 2013  and is domiciled in Luxembourg.  "
LU2109787635,Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C),SRHE,  GBP 217 m   , 0.18% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.15% ,10 March 2020,Accumulating,-,Luxembourg,Amundi ETF,+5.51%,-4.49%,-5.26%,-3.67%,+10.48%,+23.15%,-,+43.30%,-8.88%,+13.92%,-,-,17.15%,17.93%,-,0.61,0.40,-,-9.82%,-22.19%,-,-22.19%," The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) seeks to track the MSCI EMU SRI Filtered PAB index. The MSCI EMU SRI Filtered PAB index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. In addition, EU directives on climate protection are taken into account.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..  The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) is the only ETF that tracks the MSCI EMU SRI Filtered PAB index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Amundi Index MSCI EMU SRI PAB UCITS ETF DR (C) has 217m GBP assets under management.    The ETF was launched on 10 March 2020  and is domiciled in Luxembourg.  "
LU0252633754,Lyxor DAX (DR) UCITS ETF - Acc,DAXX,  GBP 502 m   , 0.15% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 18.90% ,1 June 2006,Accumulating,-,Luxembourg,Amundi ETF,+8.01%,-4.38%,-4.85%,-1.45%,+24.92%,+15.02%,+17.11%,+217.78%,-8.04%,+7.51%,+9.00%,+17.62%,18.90%,19.62%,21.18%,1.32,0.24,0.15,-8.60%,-23.47%,-32.69%,-45.54%, The Lyxor DAX (DR) UCITS ETF - Acc seeks to track the DAX® index. The DAX® index tracks the 40 largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.15% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor DAX (DR) UCITS ETF - Acc is a large ETF with 502m GBP assets under management.    The ETF was launched on 1 June 2006  and is domiciled in Luxembourg.  
IE00BP3QZJ36,iShares MSCI France UCITS ETF,ISFR,  GBP 71 m   , 0.25% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.96% ,5 September 2014,Accumulating,-,Ireland,iShares,+9.36%,-4.31%,-4.41%,-1.77%,+15.99%,+47.13%,+39.77%,+123.85%,-2.03%,+20.93%,+1.21%,+22.60%,16.96%,18.43%,20.23%,0.94,0.75,0.34,-8.24%,-19.52%,-32.98%,-32.98%, The iShares MSCI France UCITS ETF seeks to track the MSCI France index. The MSCI France index tracks the leading French stocks.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..  The iShares MSCI France UCITS ETF is the only ETF that tracks the MSCI France index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares MSCI France UCITS ETF is a small ETF with 71m GBP assets under management.    The ETF was launched on 5 September 2014  and is domiciled in Ireland.  
FR0012399806,Lyxor EURO STOXX 50 (DR) UCITS ETF - Daily Hedged to USD - Acc,MSEU,  GBP 31 m   , 0.20% p.a. , Physical (Full replication) ,ETF,Long-only,USD,Currency hedged, 20.72% ,7 January 2015,Accumulating,-,France,Amundi ETF,+10.47%,-2.07%,-4.02%,-1.20%,+23.11%,+54.04%,+58.85%,+147.64%,+4.70%,+26.42%,-5.84%,+28.31%,20.72%,19.61%,21.11%,1.12,0.79,0.46,-7.86%,-17.80%,-33.11%,-33.11%, The Lyxor EURO STOXX 50 (DR) UCITS ETF - Daily Hedged to USD - Acc seeks to track the EURO STOXX® 50 (USD Hedged) index. The EURO STOXX® 50 (USD Hedged) index tracks the largest 50 companies in the eurozone. Currency hedged to US dollar (USD).      The ETF's TER (total expense ratio) amounts to 0.20% p.a..  The Lyxor EURO STOXX 50 (DR) UCITS ETF - Daily Hedged to USD - Acc is the only ETF that tracks the EURO STOXX® 50 (USD Hedged) index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor EURO STOXX 50 (DR) UCITS ETF - Daily Hedged to USD - Acc is a small ETF with 31m GBP assets under management.    The ETF was launched on 7 January 2015  and is domiciled in France.  
FR0011119171,Lyxor Russell 1000 Growth UCITS ETF - Acc,RSGL,  GBP 498 m   , 0.19% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,USD,Currency unhedged, 23.32% ,27 October 2011,Accumulating,-,France,Amundi ETF,+20.13%,-1.98%,+4.51%,+12.66%,+3.32%,+30.28%,+87.86%,+325.44%,-20.91%,+28.89%,+33.60%,+31.50%,23.32%,23.63%,25.09%,0.14,0.39,0.54,-17.29%,-25.34%,-25.34%,-25.34%, The Lyxor Russell 1000 Growth UCITS ETF - Acc seeks to track the Russell 1000® Growth index. The Russell 1000® Growth index tracks the large-cap growth segment of US equities.      The ETF's TER (total expense ratio) amounts to 0.19% p.a..  The Lyxor Russell 1000 Growth UCITS ETF - Acc is the only ETF that tracks the Russell 1000® Growth index.   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are accumulated and reinvested in the ETF.            The Lyxor Russell 1000 Growth UCITS ETF - Acc is a large ETF with 498m GBP assets under management.    The ETF was launched on 27 October 2011  and is domiciled in France.  
IE00BKX55S42,Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing,VERX,"  GBP 1,583 m   ", 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 15.60% ,30 September 2014,Distributing,Quarterly,Ireland,Vanguard,+6.72%,-3.94%,-4.43%,-1.76%,+11.28%,+26.39%,+31.79%,+98.50%,-7.90%,+16.76%,+8.37%,+20.88%,15.60%,16.41%,17.77%,0.72,0.49,0.32,-9.49%,-20.23%,-27.56%,-27.56%," The Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing seeks to track the FTSE Developed Europe ex UK index. The FTSE Developed Europe ex UK index tracks large and mid cap stocks from developed countries in Europe excluding the UK.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..  The Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing is the cheapest and largest ETF that tracks the FTSE Developed Europe ex UK index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Quarterly).            The Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing is a very large ETF with 1,583m GBP assets under management.    The ETF was launched on 30 September 2014  and is domiciled in Ireland.  "
LU0629460675,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis,UB39,  GBP 731 m   , 0.22% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.67% ,18 August 2011,Distributing,Semi annually,Luxembourg,UBS ETF,+4.53%,-4.36%,-5.45%,-4.35%,+8.02%,+16.36%,+20.06%,+200.83%,-11.33%,+13.62%,+4.51%,+24.30%,17.67%,18.02%,19.45%,0.45,0.29,0.19,-10.05%,-24.39%,-30.87%,-30.87%," The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis seeks to track the MSCI EMU SRI Low Carbon Select 5% Issuer Capped index. The MSCI EMU SRI Low Carbon Select 5% Issuer Capped index tracks securities from Eurozone countries. Only companies with very high ESG (Environmental, Social and Governance) ratings, relative to their sector peers, are included. The weight of each company is capped to 5%.      The ETF's TER (total expense ratio) amounts to 0.22% p.a..  The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis is the only ETF that tracks the MSCI EMU SRI Low Carbon Select 5% Issuer Capped index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis is a large ETF with 731m GBP assets under management.    The ETF was launched on 18 August 2011  and is domiciled in Luxembourg.  "
DE000A2QP4A8,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc),EXHG,  GBP 8 m   , 0.46% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 23.53% ,6 April 2022,Accumulating,-,Germany,iShares,+16.43%,-5.52%,-2.94%,-1.00%,+23.38%,-,-,+22.17%,-,-,-,-,23.53%,-,-,0.99,-,-,-10.94%,-,-,-18.64%, The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc) seeks to track the STOXX® Europe 600 Automobiles & Parts index. The STOXX® Europe 600 Automobiles & Parts index tracks the European Automobile & Parts sector.      The ETF's TER (total expense ratio) amounts to 0.46% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc) is a very small ETF with 8m GBP assets under management.    The ETF was launched on 6 April 2022  and is domiciled in Germany.  
